,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
825,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.004,0.0
826,0.0,0.0,0.025,0.0,0.01,0.0,0.01,0.0,0.07,0.065,0.0
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0.95,0.01,0.01,0.0,0.01,0.0,0.005,0.0,0.01,0.0,0.0
829,0.0,0.02,0.03,0.0,0.64,0.01,0.01,0.0,0.03,0.71,0.0
830,0.0,0.0,0.135,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
831,0.02,0.04,0.04,0.0,0.013333333333333332,0.0,0.08,0.03,0.04,0.161,0.01
832,0.03,0.01,0.015,0.01,0.0,0.0,0.01,0.0,0.01,0.045,0.0
833,0.03,0.04,0.06,0.0,0.0,0.0,0.05,0.01,0.05666666666666667,0.075,0.02
834,0.03,0.015,0.055,0.05,0.008,0.0,0.04,0.0,0.145,0.086,0.0
835,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.07333333333333333,0.04,0.0
836,0.0,0.01,0.05,0.0,0.0,0.0,0.05,0.0,0.04,0.01,0.0
837,0.01,0.02,0.02,0.0,0.026428571428571426,0.010666666666666666,0.01,0.0,0.26683333333333337,0.01,0.0
838,0.0,0.0,0.01,0.0,0.0,0.0,0.0625,0.0,0.03,0.04,0.0
839,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0
840,0.16,0.02,0.04666666666666666,0.0,0.01,0.01,0.0,0.0,0.03,0.01,0.013333333333333332
841,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.1,0.44,0.01
842,0.01,0.02,0.06833333333333333,0.01,0.0,0.0,0.01,0.015,0.15,0.065,0.0
843,0.02,0.05,0.055,0.01,0.01,0.0,0.0,0.02,0.04,0.1,0.0
844,0.0,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.002,0.02,0.0
845,0.0,0.0,0.0,0.0,0.003333333333333333,0.0,0.01,0.0,0.03,0.04,0.0
846,0.0,0.003333333333333333,0.03666666666666667,0.01,0.01,0.0,0.04666666666666666,0.0,0.025,0.07,0.0
847,0.73,0.01,0.026666666666666665,0.02,0.0,0.0,0.0,0.01,0.045,0.03,0.0
848,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.07,0.0
849,0.01,0.02,0.05166666666666666,0.01,0.0,0.0,0.10666666666666666,0.0,0.15666666666666665,0.05,0.0
850,0.01,0.0,0.003333333333333333,0.0,0.0,0.0,0.03,0.0,0.03,0.025,0.0
851,0.02,0.03,0.12,0.0,0.04,0.0,0.0,0.0,0.094,0.06,0.0
852,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,0.0,0.02,0.056666666666666664,0.0,0.0,0.0,0.02,0.01,0.05,0.08,0.01
854,0.0,0.02,0.02,0.0,0.0,0.0,0.03,0.01,0.07,0.06,0.0
855,0.03,0.04833333333333333,0.06333333333333332,0.0,0.01,0.0,0.05166666666666666,0.01,0.08,0.08666666666666666,0.01
856,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.05333333333333333,0.01,0.0
857,0.0,0.0,0.019,0.0,0.02,0.0,0.03,0.01,0.09333333333333332,0.02,0.0
858,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.044000000000000004,0.0
859,0.26,0.03833333333333334,0.015,0.01,0.01,0.01,0.005,0.0,0.06,0.0,0.03
860,0.0,0.04333333333333333,0.025,0.0,0.01,0.0,0.05,0.02,0.06,0.3566666666666667,0.0
861,0.0,0.04,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.62,0.0
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.01,0.0
863,0.04,0.01,0.0425,0.01,0.0,0.0,0.035,0.0,0.11,0.04,0.0
864,0.85,0.0225,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.044000000000000004,0.0
865,0.0,0.0,0.005,0.0,0.0,0.0,0.02,0.0,0.04833333333333334,0.09,0.0
866,0.0,0.0,0.04,0.0,0.0,0.0,0.045,0.0,0.02,0.01,0.0
867,0.0,0.01,0.04,0.0,0.02,0.0,0.006666666666666666,0.0,0.06,0.02,0.0
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.0,0.02,0.0,0.0
869,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.07,0.02,0.0
870,0.01,0.016666666666666666,0.02,0.01,0.0,0.02,0.04,0.01,0.04333333333333333,0.138,0.0
871,0.0,0.4481428571428571,0.45611904761904754,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
872,0.0,0.07,0.065,0.0,0.01,0.0,0.07,0.0,0.105,0.066,0.0
873,0.02,0.0325,0.12,0.0,0.01,0.01,0.18,0.03,0.03666666666666667,0.105,0.0
874,0.0,0.0,0.005,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.0075
875,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.0
876,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.6,0.0
877,0.03,0.03166666666666666,0.06,0.0,0.01,0.0,0.06,0.0,0.23,0.04,0.0
878,0.0,0.03333333333333333,0.02,0.03,0.01,0.01,0.0925,0.01,0.16,0.01,0.005
879,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0
880,0.0,0.0,0.039,0.0,0.02,0.0,0.046,0.01,0.07966666666666666,0.0625,0.01
881,0.0,0.0,0.011666666666666667,0.0,0.0,0.0,0.02,0.0,0.01,0.05,0.01
882,0.89,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
883,0.0,0.0,0.03,0.0,0.0,0.0,0.12,0.02,0.16,0.12,0.0
884,0.01,0.011000000000000001,0.02,0.0,0.01,0.0,0.04,0.0,0.04,0.02,0.0
885,0.0,0.065,0.04,0.0,0.0,0.01,0.075,0.01,0.06666666666666667,0.07,0.0
886,0.02,0.0,0.029500000000000002,0.0,0.0,0.01,0.09,0.0,0.04,0.11625,0.0
887,0.01,0.1,0.08466666666666667,0.0,0.02,0.02,0.03,0.01,0.05,0.3093333333333333,0.0
888,0.0,0.005,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0
889,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.08,0.01
890,0.0,0.0,0.01,0.0,0.0,0.0,0.015,0.005,0.04,0.03,0.0
891,0.03,0.015,0.01,0.0,0.01,0.006,0.02,0.02,0.02,0.14,0.0
892,0.84,0.04,0.01,0.0,0.015,0.0,0.01,0.0,0.006666666666666666,0.03,0.0
893,0.01,0.0,0.10400000000000001,0.0,0.0,0.0,0.026666666666666665,0.01,0.0,0.04333333333333333,0.0
894,0.03,0.03,0.0325,0.0,0.01,0.0,0.036000000000000004,0.01,0.06,0.155,0.0
895,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0
896,0.02,0.0,0.04,0.0,0.01,0.0,0.0,0.01,0.025,0.03,0.006666666666666666
897,0.01,0.08,0.23333333333333336,0.0,0.0,0.01,0.04,0.01,0.05,0.12166666666666666,0.18
898,0.0,0.013333333333333332,0.0275,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.0
899,0.07,0.05833333333333334,0.05928571428571429,0.0,0.016666666666666666,0.0,0.04,0.05,0.11,0.084,0.0
900,0.84,0.0,0.056666666666666664,0.0,0.041333333333333326,0.0,0.05,0.01,0.026666666666666665,0.07333333333333333,0.01
901,0.0,0.02,0.05166666666666666,0.0,0.0,0.0,0.01,0.01,0.035,0.2,0.0
902,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.016666666666666666,0.0
903,0.0,0.22,0.13,0.0,0.01,0.0,0.02,0.0,0.225,0.34,0.0
904,0.0,0.0,0.006666666666666666,0.0,0.0,0.0,0.01,0.0,0.01,0.06,0.0
905,0.0,0.03,0.012,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0
906,0.0,0.02,0.01,0.0,0.0,0.01,0.05,0.0,0.094,0.04,0.0
907,0.0,0.03,0.054000000000000006,0.01,0.0,0.0,0.06,0.0,0.015,0.145,0.0
908,1.0,0.006666666666666666,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0
909,0.0,0.0,0.01619047619047619,0.0,0.0,0.0,0.27,0.0,0.03,0.05,0.0
910,0.0,0.03,0.05,0.0,0.008666666666666666,0.0,0.04,0.0,0.01,0.045,0.0
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,0.0,0.01,0.29,0.0,0.0,0.0,0.03,0.0,0.01,0.030833333333333334,0.01
913,0.92,0.0225,0.02,0.01,0.0,0.002,0.0,0.0,0.0,0.0,0.0
914,0.37,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.06,0.07,0.0
915,0.01,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.285,0.08,0.0
916,0.0,0.02,0.065,0.0,0.03,0.0,0.06,0.0,0.43,0.1,0.0
917,0.0,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.05,0.05,0.0
918,0.03,0.026000000000000002,0.08,0.07,0.03166666666666666,0.01,0.03,0.04,0.03,0.25333333333333335,0.02333333333333333
919,0.0,0.04,0.01,0.0,0.01,0.01,0.11,0.0,0.05,0.015,0.0
920,0.0,0.006,0.02,0.01,0.0,0.0,0.09,0.03,0.07,0.05,0.0
921,0.01,0.04,0.035,0.0,0.01,0.01,0.035,0.01,0.07333333333333333,0.39,0.0
922,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
923,0.1,0.2686904761904762,0.165,0.03,0.08,0.016666666666666666,0.048,0.1,0.03666666666666667,0.14,0.04466666666666667
924,0.0,0.025,0.03333333333333333,0.0,0.0,0.0,0.03,0.004,0.145,0.02,0.0
925,0.01,0.028333333333333335,0.05833333333333334,0.0,0.018666666666666665,0.0,0.085,0.0,0.07,0.125,0.03166666666666666
926,0.0,0.02,0.01,0.0,0.0,0.0,0.04,0.0,0.05,0.055,0.0
927,0.0,0.01,0.01,0.0,0.0,0.0,0.06,0.0,0.08,0.065,0.0
928,0.01,0.025,0.019166666666666665,0.0,0.0,0.0,0.04,0.0,0.01,0.03,0.05
929,0.0,0.06,0.065,0.0,0.0075,0.0,0.05,0.0,0.07,0.05,0.0
930,0.02,0.025,0.06,0.01,0.0,0.0,0.065,0.0,0.04,0.07,0.04
931,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.11,0.0
932,0.0,0.013333333333333332,0.01,0.0,0.02,0.0075,0.01,0.03,0.01,0.01,0.0
933,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0
934,0.08,0.0625,0.12033333333333333,0.02,0.02,0.01,0.03,0.0,0.085,0.115,0.0
935,0.01,0.0,0.0075,0.0,0.01,0.0025,0.01,0.0,0.02,0.715,0.0
936,0.0,0.0,0.046,0.0,0.0,0.0,0.07,0.0,0.15,0.06,0.0
937,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0
938,0.0,0.01,0.04,0.01,0.0,0.0,0.025,0.0,0.02,0.15666666666666665,0.01
939,0.0,0.019,0.045,0.01,0.0,0.0,0.02,0.0,0.03,0.03666666666666667,0.0
940,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.02,0.0
941,0.02,0.58,0.25,0.01,0.02361904761904762,0.0,0.01,0.04,0.03,0.05,0.016
942,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.03,0.006,0.0
943,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.26,0.0,0.0
944,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.16183333333333333,0.02,0.0
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0
946,0.33,0.03,0.035,0.01,0.02,0.0,0.01,0.0,0.068,0.1,0.01
947,0.01,0.035,0.07,0.0,0.01,0.0,0.085,0.0,0.0425,0.1,0.0
948,0.01,0.24,0.27,0.0,0.0,0.021666666666666664,0.01,0.0,0.02,0.14,0.0
949,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.64,0.0
950,0.0,0.0025,0.05,0.01,0.0,0.0,0.03,0.0,0.01,0.05,0.0
951,0.0,0.01,0.014285714285714285,0.0,0.0,0.0,0.06,0.0,0.0325,0.12,0.005
952,0.04,0.0425,0.02333333333333333,0.01,0.0,0.0,0.03,0.02,0.015,0.05,0.0
953,0.0,0.03,0.085,0.0,0.0,0.0,0.06,0.02,0.154,0.03,0.0
954,0.0,0.065,0.7,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0
955,0.0,0.02,0.07416666666666666,0.01,0.035,0.0,0.11,0.02,0.11,0.135,0.01
956,0.0,0.0,0.015,0.01,0.01,0.01,0.048,0.0,0.11666666666666665,0.05,0.01
957,0.61,0.01,0.013999999999999999,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0
958,0.01,0.04733333333333333,0.08066666666666666,0.0,0.015,0.02,0.03,0.0,0.03,0.08,0.0
959,0.01,0.05,0.0425,0.01,0.0,0.0,0.09,0.01,0.13583333333333333,0.03,0.01
960,0.01,0.01,0.075,0.0,0.0,0.0,0.01,0.02,0.0,0.03,0.0
961,0.02,0.02,0.05,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0
962,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.0
963,0.03,0.055,0.07833333333333334,0.02,0.013333333333333332,0.01,0.0275,0.01,0.11083333333333334,0.125,0.01
964,0.02,0.0,0.05,0.0,0.0,0.0,0.04,0.02,0.08,0.03,0.0
965,0.0,0.03,0.06,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.01
966,0.0,0.005,0.04,0.0,0.01,0.0,0.01,0.0,0.03,0.13,0.0
967,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.01,0.01,0.0
968,0.0,0.012857142857142855,0.0325,0.01,0.01,0.0,0.03,0.0,0.07,0.09,0.01
969,0.01,0.0175,0.03166666666666666,0.0,0.0,0.0,0.075,0.01,0.085,0.01,0.0
970,0.88,0.04,0.02,0.01,0.02,0.0,0.035,0.006,0.005,0.04,0.02
971,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.03,0.10333333333333333,0.0
972,0.0,0.075,0.02,0.0,0.0016666666666666666,0.0,0.03,0.01,0.03,0.06,0.0
973,0.01,0.021666666666666664,0.045,0.0,0.036000000000000004,0.01,0.015,0.04,0.04904761904761904,0.04,0.0
974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0
975,0.0,0.02,0.01,0.0,0.0,0.0,0.1,0.03,0.17,0.09,0.0
976,0.12,0.02,0.021666666666666664,0.01,0.02,0.01,0.03,0.0,0.045,0.0625,0.006666666666666666
977,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.0
978,0.0,0.01,0.01,0.0,0.0,0.0,0.02333333333333333,0.0,0.05,0.03,0.01
979,0.01,0.0325,0.08,0.0,0.035,0.004,0.01,0.025,0.11,0.155,0.04333333333333333
980,0.0,0.04,0.0425,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0
981,0.0,0.0,0.02,0.0,0.01,0.0,0.05,0.0,0.02,0.002,0.01
982,0.0,0.025,0.016428571428571428,0.0,0.006,0.0,0.0,0.0,0.026000000000000002,0.18916666666666665,0.0
983,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0
984,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.02,0.01,0.0
985,0.01,0.02,0.7,0.0,0.0,0.01,0.02,0.01,0.04,0.035,0.0
986,0.01,0.02333333333333333,0.059333333333333335,0.03,0.0,0.0,0.03,0.02,0.054000000000000006,0.1175,0.01
987,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0
988,0.34,0.01,0.026666666666666665,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0
989,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0
990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691666666666667,0.01
991,0.01,0.05833333333333334,0.0525,0.01,0.03111111111111111,0.01,0.01,0.01,0.09833333333333334,0.095,0.005
992,0.0,0.017619047619047618,0.11292857142857143,0.0,0.02,0.01,0.0425,0.01,0.025,0.2651666666666667,0.006999999999999999
993,0.0,0.0,0.03833333333333334,0.01,0.01,0.0,0.003333333333333333,0.003333333333333333,0.01,0.12666666666666668,0.0
994,0.03,0.02,0.025,0.13,0.0,0.0,0.04733333333333333,0.02,0.03,0.08,0.0
995,0.0,0.0,0.013999999999999999,0.01,0.015,0.0125,0.03,0.01,0.09,0.11,0.013333333333333332
996,0.0,0.01,0.09,0.0,0.0,0.0,0.01,0.0,0.02,0.04,0.0
997,0.0,0.01,0.05,0.02,0.0,0.0,0.06,0.01,0.15833333333333333,0.02,0.01
998,0.0,0.02,0.04,0.01,0.0,0.0,0.04,0.0,0.0575,0.01,0.01
999,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.01,0.02,0.0
1000,0.42,0.026666666666666665,0.07133333333333333,0.0,0.02,0.0,0.03333333333333333,0.025,0.04,0.06,0.01
1001,0.0,0.0225,0.02,0.0,0.0,0.0,0.04,0.01,0.08,0.02,0.0
1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
1003,0.04,0.03,0.06916666666666665,0.0,0.02,0.07,0.045,0.01,0.13,0.07392857142857143,0.0
1004,0.0,0.004,0.04166666666666667,0.0,0.0,0.0,0.0,0.0,0.015,0.2782857142857143,0.0
1005,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.05,0.04,0.0
1006,0.0,0.01,0.0325,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0
1007,0.0,0.036000000000000004,0.6435,0.0,0.0,0.0,0.0,0.0,0.0,0.7893333333333333,0.0
1008,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0
1009,0.0,0.7,0.02,0.0,0.01,0.003333333333333333,0.01,0.01,0.01,0.03666666666666667,0.0
1010,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0
1011,0.01,0.013333333333333332,0.04,0.0,0.0,0.003333333333333333,0.02,0.0,0.06,0.055,0.0
1012,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.05,0.0
1013,0.0,0.01,0.01,0.0,0.01,0.0,0.092,0.02,0.05,0.0,0.0
1014,0.04,0.01,0.045,0.0,0.002,0.03333333333333333,0.01,0.005,0.02,0.05,0.01
1015,0.0,0.0,0.04,0.0,0.01,0.0,0.08,0.0,0.03,0.31333333333333335,0.0025
1016,0.79,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.014285714285714285,0.056666666666666664,0.0
1017,0.0,0.0,0.02333333333333333,0.0,0.01,0.0,0.03,0.0,0.03,0.02,0.0
1018,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.22399999999999998,0.01,0.0
1019,0.0,0.01,0.13,0.01,0.03,0.0,0.01,0.003333333333333333,0.03,0.05,0.01
1020,0.01,0.0,0.02,0.0,0.0,0.04,0.64,0.0,0.0,0.013333333333333332,0.01
1021,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.06,0.04,0.0
1022,0.02,0.025,0.13,0.0,0.02,0.02,0.03,0.0,0.09083333333333332,0.10428571428571429,0.003333333333333333
1023,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.15,0.1,0.0
1024,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.15,0.04,0.0
1025,0.01,0.006666666666666666,0.0,0.0,0.0,0.02,0.03833333333333334,0.01,0.01,0.08,0.0
1026,0.0,0.01,0.02,0.04,0.0,0.01,0.06,0.0,0.26,0.06,0.0
1027,0.01,0.0125,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
1028,0.01,0.0,0.02,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0
1029,0.0,0.22099999999999997,0.24341666666666664,0.0,0.0,0.0,0.04,0.0,0.15949999999999998,0.19333333333333336,0.0
1030,0.0,0.09833333333333333,0.10833333333333334,0.0,0.0,0.0,0.05,0.01,0.075,0.225,0.07
1031,0.01,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.07,0.11,0.0
1032,0.01,0.0,0.03,0.0,0.0,0.0,0.05,0.01,0.06,0.07,0.0
1033,0.0,0.01,0.07,0.14,0.0,0.0,0.01,0.0,0.026666666666666665,0.01,0.0
1034,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
1035,0.0,0.013999999999999999,0.04083333333333333,0.0,0.01,0.01,0.11,0.0,0.3,0.07,0.0
1036,0.0,0.06483333333333334,0.7075,0.0,0.0,0.0,0.02,0.0,0.0,0.16083333333333333,0.0
1037,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0
1038,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.29,0.0,0.0
1039,0.0,0.08,0.02,0.02,0.0,0.0,0.03,0.0,0.442,0.6233333333333334,0.0
1040,0.02,0.04,0.065,0.02,0.01,0.02,0.03,0.04,0.03,0.13333333333333333,0.03
1041,0.02,0.05,0.0575,0.01,0.0,0.0,0.0,0.04,0.04666666666666666,0.12,0.013333333333333332
1042,0.0,0.03333333333333333,0.74,0.0,0.016666666666666666,0.0,0.02,0.0,0.02,0.08066666666666666,0.0
1043,0.0,0.51,0.07,0.0,0.01,0.0,0.02,0.0,0.03,0.39,0.01
1044,0.02,0.04833333333333334,0.026666666666666665,0.01,0.0,0.0,0.01,0.0,0.07,0.02,0.01
1045,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0
1046,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.05,0.0
1047,0.0,0.01,0.04928571428571429,0.0,0.0,0.0,0.05333333333333333,0.0,0.59,0.1,0.0
1048,0.0,0.01,0.02,0.0,0.0,0.0,0.05,0.0,0.06,0.03,0.0
1049,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.005,0.035,0.03,0.01
1050,0.0,0.0,0.02,0.01,0.0,0.0,0.04,0.0,0.0775,0.05,0.0
1051,0.0,0.0,0.0,0.01,0.0,0.01,0.005,0.0,0.04,0.01,0.0
1052,0.0,0.045,0.05,0.0,0.01,0.0,0.04,0.0,0.04,0.205,0.01
1053,0.01,0.10366666666666667,0.24333333333333332,0.0,0.005,0.01,0.02,0.03,0.0575,0.055,0.003333333333333333
1054,0.01,0.005,0.07083333333333333,0.0,0.0,0.005,0.035,0.0,0.03,0.02,0.01
1055,0.86,0.0,0.025,0.0,0.04,0.0,0.01,0.0,0.01,0.04,0.0
1056,0.0,0.01,0.0,0.0,0.0,0.0,0.12,0.0,0.43,0.03,0.0
1057,0.05,0.01,0.023333333333333334,0.0,0.02,0.01,0.02,0.03333333333333333,0.08,0.12866666666666668,0.0
1058,0.94,0.055,0.058499999999999996,0.0,0.0,0.0,0.006666666666666666,0.01,0.03,0.03,0.0
1059,0.02,0.0,0.12016666666666666,0.01,0.0,0.003333333333333333,0.025,0.0,0.05916666666666666,0.04,0.003333333333333333
1060,0.0,0.01,0.026666666666666665,0.0,0.01,0.0,0.01,0.0,0.03,0.075,0.0
1061,0.02,0.0,0.015,0.0,0.0,0.0,0.03,0.0,0.060833333333333336,0.035,0.0
1062,0.07,0.04,0.075,0.02,0.01,0.02,0.035,0.01,0.08,0.12333333333333332,0.016
1063,0.02,0.07416666666666667,0.125,0.01,0.02,0.0,0.05666666666666667,0.01,0.08,0.28,0.0
1064,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.005,0.0
1065,0.0,0.02,0.026666666666666665,0.0,0.02,0.0,0.08,0.0,0.21,0.06333333333333334,0.01
1066,0.02,0.03,0.025,0.01,0.02333333333333333,0.01,0.04333333333333334,0.013999999999999999,0.08333333333333334,0.16933333333333334,0.0
1067,0.09,0.03,0.05666666666666667,0.01,0.026666666666666665,0.0175,0.03,0.01,0.07333333333333333,0.11,0.0
1068,0.04,0.03166666666666667,0.0975,0.0,0.018333333333333333,0.003333333333333333,0.02,0.05,0.025,0.184,0.02
1069,0.0,0.02,0.615,0.0,0.02,0.0,0.02,0.01,0.016666666666666666,0.14,0.0
1070,0.0,0.64,0.68,0.01,0.0,0.0,0.0,0.0,0.02,0.04,0.0
1071,0.0,0.015,0.015714285714285715,0.0,0.0,0.005,0.0,0.0,0.0,0.48749999999999993,0.01
1072,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1073,0.0,0.5225,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0
1076,0.0,0.013333333333333332,0.05733333333333333,0.01,0.01,0.0,0.08333333333333334,0.0,0.0725,0.13,0.013333333333333332
1077,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.03,0.06,0.0
1078,0.0,0.0,0.056666666666666664,0.0,0.0,0.0,0.07,0.0,0.13,0.04,0.0
1079,0.01,0.01,0.03428571428571429,0.02,0.011000000000000001,0.0,0.07,0.01,0.07666666666666666,0.075,0.01
1080,0.15,0.25583333333333336,0.125,0.03,0.08,0.03666666666666667,0.057999999999999996,0.11,0.056666666666666664,0.15,0.034666666666666665
1081,0.02,0.0,0.01,0.01,0.0,0.0,0.016,0.01,0.04,0.05,0.0
1082,0.01,0.0325,0.0725,0.02,0.0,0.01,0.02,0.03,0.06,0.26,0.02
1083,0.51,0.02,0.04833333333333333,0.0,0.01,0.005,0.03,0.01,0.025,0.052000000000000005,0.003333333333333333
1084,0.0,0.0,0.0,0.0,0.0,0.01,0.07333333333333333,0.0,0.23816666666666667,0.025,0.0
1085,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0325,0.0
1086,0.01,0.02,0.016666666666666666,0.0,0.0,0.0,0.05,0.0,0.02,0.05,0.0
1087,0.01,0.01,0.005,0.0,0.0025,0.0,0.05,0.0,0.05,0.16,0.0
1088,0.01,0.03,0.07666666666666667,0.01,0.011428571428571429,0.01,0.025333333333333333,0.02,0.1,0.1842857142857143,0.03
1089,0.0,0.005,0.013333333333333332,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0
1090,0.0,0.03,0.0,0.0,0.0,0.0,0.005,0.0,0.04,0.0,0.0
1091,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1092,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.003333333333333333,0.0
1093,0.0,0.01,0.01,0.0,0.0,0.0,0.065,0.01,0.03333333333333333,0.05,0.0
1094,0.01,0.02,0.07,0.0,0.003333333333333333,0.0,0.2,0.0125,0.2,0.02,0.01
1095,0.06,0.1225,0.8515,0.06,0.09849999999999999,0.03,0.09666666666666666,0.0475,0.05666666666666667,0.09166666666666667,0.0325
1096,0.0,0.006666666666666666,0.59,0.0,0.0,0.0,0.01,0.0,0.02,0.61,0.56
